17;"En el campo E-mail, ingresa prueba.gmail.com, muestra mensaje debajo del campo ""Formato no válido""";APROBADO;;;Google chrome Versión 127.0.6533.100 (Build oficial) (64 bits);;;;;;;;;;;;;;;;;;;;;
19;En el campo E-mail, ingresa prueba@gmail.com, te permite seguir con el registro;APROBADO;;;Google chrome Versión 127.0.6533.100 (Build oficial) (64 bits);;;;;;;;;;;;;;;;;;;;;
20;"En el campo E-mail ingresa a, muestra mensaje debajo del campo ""Formato no válido""";APROBADO;;;Google chrome Versión 127.0.6533.100 (Build oficial) (64 bits);;;;;;;;;;;;;;;;;;;;;
21;"En el campo E-mail ingresa prueba@.com, muestra mensaje debajo del campo ""Formato no válido""";APROBADO;;;Google chrome Versión 127.0.6533.100 (Build oficial) (64 bits);;;;;;;;;;;;;;;;;;;;;
23;En el campo E-mail ingresa pruebadedesarolloydiseñodesofwatre@gmail.com, no te permite seguir con el registro;NO APROBADO;;;Google chrome Versión 127.0.6533.100 (Build oficial) (64 bits);;;;;;;;;;;;;;;;;;;;;
24;En el campo E-mail ingresa ?????@gmail.com, no te permite seguir con el registro;NO APROBADO;TE PERMITE SEGUIR CON EL REGISTRO;;Google chrome Versión 127.0.6533.100 (Build oficial) (64 bits);;;;;;;;;;;;;;;;;;;;;
25;En el campo E-mail ingresa prueba_bug@.com, te permite seguir con el registro;NO APROBADO;Formato no válido;;Google chrome Versión 127.0.6533.100 (Build oficial) (64 bits);;;;;;;;;;;;;;;;;;;;;
26;En el campo E-mail ingresa prueba-bug@.com, te permite seguir con el registro;NO APROBADO;Formato no válido;;Google chrome Versión 127.0.6533.100 (Build oficial) (64 bits);;;;;;;;;;;;;;;;;;;;;
27;En el campo E-mail ingresa $%&@gmail.com, no te permite seguir con el registro;NO APROBADO;;;Google chrome Versión 127.0.6533.100 (Build oficial) (64 bits);;;;;;;;;;;;;;;;;;;;;
28;"En el campo E-mail ingresa _prueba@gmail.com, no te permite seguir con el registro. ""_"" es un espacio antes";APROBADO;;;Google chrome Versión 127.0.6533.100 (Build oficial) (64 bits);;;;;;;;;;;;;;;;;;;;;
29;En el campo E-mail ingresa prueba123@gmail.com, te permite seguir con el registro.;APROBADO;;;Google chrome Versión 127.0.6533.100 (Build oficial) (64 bits);;;;;;;;;;;;;;;;;;;;;
30;En el campo E-mail ingresa prueba 1,23@gmail.com, no te permite seguir con el registro.;APROBADO;;;Google chrome Versión 127.0.6533.100 (Build oficial) (64 bits);;;;;;;;;;;;;;;;;;;;;
31;En el campo E-mail ingresa prueba1.23@gmail.com, te permite seguir con el registro.;APROBADO;;;Google chrome Versión 127.0.6533.100 (Build oficial) (64 bits);;;;;;;;;;;;;;;;;;;;;
32;En el campo Nombre, ingresa prueba, te permite seguir con el registro;APROBADO;;;Google chrome Versión 127.0.6533.100 (Build oficial) (64 bits);;;;;;;;;;;;;;;;;;;;;
33;En el campo Nombre ingresa P, te permite seguir con el registro;APROBADO;;;Google chrome Versión 127.0.6533.100 (Build oficial) (64 bits);;;;;;;;;;;;;;;;;;;;;
34;En el campo Nombre ingresa pruebadedesarolloydiseñodesofwatre, no te permite seguir con el registro;NO APROBADO;;;Google chrome Versión 127.0.6533.100 (Build oficial) (64 bits);;;;;;;;;;;;;;;;;;;;;
35;En el campo Nombre ingresa ?????, no te permite seguir con el registro;NO APROBADO;;;Google chrome Versión 127.0.6533.100 (Build oficial) (64 bits);;;;;;;;;;;;;;;;;;;;;
36;En el campo Nombre ingresa prueba_bug, te permite seguir con el registro;APROBADO;;;Google chrome Versión 127.0.6533.100 (Build oficial) (64 bits);;;;;;;;;;;;;;;;;;;;;
37;En el campo Nombre ingresa prueba-bug, te permite seguir con el registro;APROBADO;;;Google chrome Versión 127.0.6533.100 (Build oficial) (64 bits);;;;;;;;;;;;;;;;;;;;;
38;En el campo Nombre ingresa $%&prueba, no te permite seguir con el registro;APROBADO;;;Google chrome Versión 127.0.6533.100 (Build oficial) (64 bits);;;;;;;;;;;;;;;;;;;;;
39;"En el campo Nombre ingresa _prueba, no te permite seguir con el registro. ""_"" es un espacio antes";NO APROBADO;;;Google chrome Versión 127.0.6533.100 (Build oficial) (64 bits);;;;;;;;;;;;;;;;;;;;;
40;En el campo Nombre ingresa prueba123, no te permite seguir con el registro.;NO APROBADO;;;Google chrome Versión 127.0.6533.100 (Build oficial) (64 bits);;;;;;;;;;;;;;;;;;;;;
41;En el campo Nombre ingresa prueba 1,23, no te permite seguir con el registro.;NO APROBADO;;;Google chrome Versión 127.0.6533.100 (Build oficial) (64 bits);;;;;;;;;;;;;;;;;;;;;
42;En el campo Nombre ingresa prueba1.23, no te permite seguir con el registro.;NO APROBADO;;;Google chrome Versión 127.0.6533.100 (Build oficial) (64 bits);;;;;;;;;;;;;;;;;;;;;
43;En el campo Contraseña, ingresa prueba, te permite seguir con el registro;APROBADO;;;Google chrome Versión 127.0.6533.100 (Build oficial) (64 bits);;;;;;;;;;;;;;;;;;;;;
44;En el campo Contraseña ingresa P, te permite seguir con el registro;APROBADO;;;Google chrome Versión 127.0.6533.100 (Build oficial) (64 bits);;;;;;;;;;;;;;;;;;;;;
45;En el campo Contraseña ingresa pruebadedesarolloydiseñodesofwatre, no te permite seguir con el registro;NO APROBADO;;;Google chrome Versión 127.0.6533.100 (Build oficial) (64 bits);;;;;;;;;;;;;;;;;;;;;
46;En el campo Contraseña ingresa ?????, no te permite seguir con el registro;NO APROBADO;;;Google chrome Versión 127.0.6533.100 (Build oficial) (64 bits);;;;;;;;;;;;;;;;;;;;;
47;En el campo Contraseña ingresa prueba_bug, te permite seguir con el registro;APROBADO;;;Google chrome Versión 127.0.6533.100 (Build oficial) (64 bits);;;;;;;;;;;;;;;;;;;;;
48;En el campo Contraseña ingresa prueba-bug, te permite seguir con el registro;APROBADO;;;Google chrome Versión 127.0.6533.100 (Build oficial) (64 bits);;;;;;;;;;;;;;;;;;;;;
49;En el campo Contraseña ingresa $%&prueba, te permite seguir con el registro;APROBADO;;;Google chrome Versión 127.0.6533.100 (Build oficial) (64 bits);;;;;;;;;;;;;;;;;;;;;
50;"En el campo Contraseña ingresa _prueba, no te permite seguir con el registro. ""_"" es un espacio antes";NO APROBADO;;;Google chrome Versión 127.0.6533.100 (Build oficial) (64 bits);;;;;;;;;;;;;;;;;;;;;
51;En el campo Contraseña ingresa prueba123, te permite seguir con el registro.;APROBADO;;;Google chrome Versión 127.0.6533.100 (Build oficial) (64 bits);;;;;;;;;;;;;;;;;;;;;
52;En el campo Contraseña ingresa prueba 1,23, te permite seguir con el registro.;APROBADO;;;Google chrome Versión 127.0.6533.100 (Build oficial) (64 bits);;;;;;;;;;;;;;;;;;;;;
53;En el campo Contraseña ingresa prueba1.23, te permite seguir con el registro.;APROBADO;;;Google chrome Versión 127.0.6533.100 (Build oficial) (64 bits);;;;;;;;;;;;;;;;;;;;;
54;"En el campo Confirmar Contraseña, dejalo vacio, debería aparecer el mensaje ""La contraseña no puede estar vacía""";NO APROBADO;Es un campo obligatorio;;Google chrome Versión 127.0.6533.100 (Build oficial) (64 bits);;;;;;;;;;;;;;;;;;;;;
54;En el campo Confirmar Contraseña, ingresa prueba, te permite seguir con el registro;APROBADO;;;Google chrome Versión 127.0.6533.100 (Build oficial) (64 bits);;;;;;;;;;;;;;;;;;;;;
55;En el campo Confirmar Contraseña ingresa P, te permite seguir con el registro;APROBADO;;;Google chrome Versión 127.0.6533.100 (Build oficial) (64 bits);;;;;;;;;;;;;;;;;;;;;
56;En el campo Confirmar Contraseña ingresa pruebadedesarolloydiseñodesofwatre, no te permite seguir con el registro;NO APROBADO;;;Google chrome Versión 127.0.6533.100 (Build oficial) (64 bits);;;;;;;;;;;;;;;;;;;;;
57;En el campo Confirmar Contraseña ingresa ?????, no te permite seguir con el registro;NO APROBADO;;;Google chrome Versión 127.0.6533.100 (Build oficial) (64 bits);;;;;;;;;;;;;;;;;;;;;
58;En el campo Confirmar Contraseña ingresa prueba_bug, te permite seguir con el registro;APROBADO;;;Google chrome Versión 127.0.6533.100 (Build oficial) (64 bits);;;;;;;;;;;;;;;;;;;;;
59;En el campo Confirmar Contraseña ingresa prueba-bug, te permite seguir con el registro;APROBADO;;;Google chrome Versión 127.0.6533.100 (Build oficial) (64 bits);;;;;;;;;;;;;;;;;;;;;
60;En el campo Confirmar Contraseña ingresa $%&prueba, te permite seguir con el registro;APROBADO;;;Google chrome Versión 127.0.6533.100 (Build oficial) (64 bits);;;;;;;;;;;;;;;;;;;;;
61;"En el campo Confirmar Contraseña ingresa _prueba, no te permite seguir con el registro. ""_"" es un espacio antes";NO APROBADO;;;Google chrome Versión 127.0.6533.100 (Build oficial) (64 bits);;;;;;;;;;;;;;;;;;;;;
62;En el campo Confirmar Contraseña ingresa prueba123, te permite seguir con el registro.;APROBADO;;;Google chrome Versión 127.0.6533.100 (Build oficial) (64 bits);;;;;;;;;;;;;;;;;;;;;
63;En el campo Confirmar Contraseña ingresa prueba 1,23, te permite seguir con el registro.;APROBADO;;;Google chrome Versión 127.0.6533.100 (Build oficial) (64 bits);;;;;;;;;;;;;;;;;;;;;
64;En el campo Confirmar Contraseña ingresa prueba1.23, te permite seguir con el registro.;APROBADO;;;Google chrome Versión 127.0.6533.100 (Build oficial) (64 bits);;;;;;;;;;;;;;;;;;;;;
65;Ingresa los datos válidos en el formulario, no selecciona la opción crear cuenta con saldo, te muestra un mensaje de cuenta creada;APROBADO;;;Google chrome Versión 127.0.6533.100 (Build oficial) (64 bits);;;;;;;;;;;;;;;;;;;;;
66;Ingresa los datos válidos en el formulario, selecciona la opción crear cuenta con saldo,  te muestra un mensaje de cuenta creada;APROBADO;;;Google chrome Versión 127.0.6533.100 (Build oficial) (64 bits);;;;;;;;;;;;;;;;;;;;;
67;Vuelve a crear una cuenta con los mismos datos del formulario, no te permite crear la cuenta;NO APROBADO;;https://jpsm87.atlassian.net/browse/BUGB-3;Google chrome Versión 127.0.6533.100 (Build oficial) (64 bits);;;;;;;;;;;;;;;;;;;;;
Inicio de sesión;;;;;;;;;;;;;;;;;;;;;;;;;;
67;Ingresa la contraseña, deja el email en blanco, no te permite iniciar sesión;APROBADO;;;Google chrome Versión 127.0.6533.100 (Build oficial) (64 bits);;;;;;;;;;;;;;;;;;;;;
68;Ingresa el email, deja la contraseña en blanco, no te permite iniciar sesión;APROBADO;;;Google chrome Versión 127.0.6533.100 (Build oficial) (64 bits);;;;;;;;;;;;;;;;;;;;;
69;Ingresa el email y contraseña válida, te permite el ingreso a la aplicación;APROBADO;;;Google chrome Versión 127.0.6533.100 (Build oficial) (64 bits);;;;;;;;;;;;;;;;;;;;;
Funcionalidad aplicación posterior al inicio de sesión;;;;;;;;;;;;;;;;;;;;;;;;;;
70;"Si presionas el botón ""Sair"", te sale de la aplicación y vuelva a ingresar a la pagina de inicio";APROBADO;;;Google chrome Versión 127.0.6533.100 (Build oficial) (64 bits);;;;;;;;;;;;;;;;;;;;;
71;Si presionas el icono BugBank localizado en la parte superior izquierda, te muestra la página de inicio de la cuenta creada;APROBADO;;;Google chrome Versión 127.0.6533.100 (Build oficial) (64 bits);;;;;;;;;;;;;;;;;;;;;
72;Te muestra el logo con la inicial del usuario de la cuenta con un simbolo negro y una letra en la parte central izquierda de la aplicación;APROBADO;;;Google chrome Versión 127.0.6533.100 (Build oficial) (64 bits);;;;;;;;;;;;;;;;;;;;;
74;Te muestra el nombre del usuario en la parte inferior izquierda de la cuenta;APROBADO;;;Google chrome Versión 127.0.6533.100 (Build oficial) (64 bits);;;;;;;;;;;;;;;;;;;;;
75;Te muestra el número de cuenta digital en la parte inferior izquierda;APROBADO;;;Google chrome Versión 127.0.6533.100 (Build oficial) (64 bits);;;;;;;;;;;;;;;;;;;;;
76;Si presionar el botón SAQUE, te muestra un mensaje que se encuentra en desarrollo;APROBADO;;;Google chrome Versión 127.0.6533.100 (Build oficial) (64 bits);;;;;;;;;;;;;;;;;;;;;
77;Si presionar el botón PAGAMENTOS, te muestra un mensaje que se encuentra en desarrollo;APROBADO;;;Google chrome Versión 127.0.6533.100 (Build oficial) (64 bits);;;;;;;;;;;;;;;;;;;;;
78;Si presionas el botón EXTRATO, te muestra la cantidad disponible actual del usuario;APROBADO;;;Google chrome Versión 127.0.6533.100 (Build oficial) (64 bits);;;;;;;;;;;;;;;;;;;;;
79;Si presionas el botón EXTRATO, te muestra cuando fue creada la cuenta;APROBADO;;;Google chrome Versión 127.0.6533.100 (Build oficial) (64 bits);;;;;;;;;;;;;;;;;;;;;
80;Si presionas el botón EXTRATO, te muestra los movimientos generados a la aplicación;APROBADO;;;Google chrome Versión 127.0.6533.100 (Build oficial) (64 bits);;;;;;;;;;;;;;;;;;;;;
"Funcionalidad formulario transferencia ""TRANSFERÊNCIA""";;;;;;;;;;;;;;;;;;;;;;;;;;
81;Deja el campo Número da conta vacio y diligencia Dígito, Valor da transferência y Descrição, no te permite realizar la transferencia;NO APROBADO;;;Google chrome Versión 127.0.6533.100 (Build oficial) (64 bits);;;;;;;;;;;;;;;;;;;;;
82;Deja el campo digito vacio y diligencia Número da conta, Valor da transferência y Descrição, no te permite realizar la transferencia;NO APROBADO;;;Google chrome Versión 127.0.6533.100 (Build oficial) (64 bits);;;;;;;;;;;;;;;;;;;;;
83;Deja el campo Valor da transferência vacio y diligencia Número da conta , digito y Descrição, no te permite realizar la transferencia;APROBADO;;;Google chrome Versión 127.0.6533.100 (Build oficial) (64 bits);;;;;;;;;;;;;;;;;;;;;
84;Deja el campo Descrição vacio y diligencia Número da conta , digito y valor da  transferência , te permite realizar la transferencia;APROBADO;;;Google chrome Versión 127.0.6533.100 (Build oficial) (64 bits);;;;;;;;;;;;;;;;;;;;;
85;completa los campos válidos y transfiere 1050 reales, no te permite realizar la transferencia;APROBADO;;;Google chrome Versión 127.0.6533.100 (Build oficial) (64 bits);;;;;;;;;;;;;;;;;;;;;
87;Luego de realizar la transferencia con exito ,se debita el valor transferido y ser mostrado correctamente en el extracto de la cuenta;APROBADO;;;Google chrome Versión 127.0.6533.100 (Build oficial) (64 bits);;;;;;;;;;;;;;;;;;;;;
88;Tranfiere 500 reales a una cuenta valida, te muestra el valor actual de la cuenta 500 reales;APROBADO;;;Google chrome Versión 127.0.6533.100 (Build oficial) (64 bits);;;;;;;;;;;;;;;;;;;;;
89;En el campo Número da conta ingresa 111 y los demas datos validos, no te permite realizar la transferencia ya que no es una cuenta existente;APROBADO;;;Google chrome Versión 127.0.6533.100 (Build oficial) (64 bits);;;;;;;;;;;;;;;;;;;;;
90;En el campo Número da conta ingresa 1 y los demas datos validos, no te permite realizar la transferencia ya que no es una cuenta existente, no te permite realizar la transferencia ya que no es una cuenta existente;APROBADO;;;Google chrome Versión 127.0.6533.100 (Build oficial) (64 bits);;;;;;;;;;;;;;;;;;;;;
91;En el campo Número da conta ingresa 1111 y los demas datos validos, no te permite realizar la transferencia ya que no es una cuenta existente;APROBADO;;;Google chrome Versión 127.0.6533.100 (Build oficial) (64 bits);;;;;;;;;;;;;;;;;;;;;
92;En el campo Número da conta ingresa 0 y los demas datos validos, no te permite realizar la transferencia ya que no es una cuenta existente;APROBADO;;;Google chrome Versión 127.0.6533.100 (Build oficial) (64 bits);;;;;;;;;;;;;;;;;;;;;
93;En el campo Número da conta ingresa ????? y los demas datos validos, no te permite realizar la transferencia ya que no es una cuenta existente;APROBADO;;;Google chrome Versión 127.0.6533.100 (Build oficial) (64 bits);;;;;;;;;;;;;;;;;;;;;
94;En el campo Número da conta ingresa 11 1 y los demas datos validos, no te permite realizar la transferencia ya que no es una cuenta existente;APROBADO;;;Google chrome Versión 127.0.6533.100 (Build oficial) (64 bits);;;;;;;;;;;;;;;;;;;;;
95;En el campo Número da conta ingresa 11-1 y los demas datos validos, no te permite realizar la transferencia ya que no es una cuenta existente;APROBADO;;;Google chrome Versión 127.0.6533.100 (Build oficial) (64 bits);;;;;;;;;;;;;;;;;;;;;
96;En el campo Número da conta ingresa 1%$ y los demas datos validos, no te permite realizar la transferencia ya que no es una cuenta existente;APROBADO;;;Google chrome Versión 127.0.6533.100 (Build oficial) (64 bits);;;;;;;;;;;;;;;;;;;;;
97;En el campo Número da conta ingresa 1a1 y los demas datos validos, no te permite realizar la transferencia ya que no es una cuenta existente;APROBADO;;;Google chrome Versión 127.0.6533.100 (Build oficial) (64 bits);;;;;;;;;;;;;;;;;;;;;
98;En el campo Número da conta ingresa +11 y los demas datos validos, no te permite realizar la transferencia ya que no es una cuenta existente;APROBADO;;;Google chrome Versión 127.0.6533.100 (Build oficial) (64 bits);;;;;;;;;;;;;;;;;;;;;
99;En el campo Número da conta ingresa -11 y los demas datos validos, no te permite realizar la transferencia ya que no es una cuenta existente;APROBADO;;;Google chrome Versión 127.0.6533.100 (Build oficial) (64 bits);;;;;;;;;;;;;;;;;;;;;
100;En el campo Digito da conta ingresa 1 y los demas datos validos, no te permite realizar la transferencia ya que no es una cuenta existente;APROBADO;;;Google chrome Versión 127.0.6533.100 (Build oficial) (64 bits);;;;;;;;;;;;;;;;;;;;;
101;En el campo Digito da conta ingresa 11 y los demas datos validos, no te permite realizar la transferencia ya que no es una cuenta existente;APROBADO;;;Google chrome Versión 127.0.6533.100 (Build oficial) (64 bits);;;;;;;;;;;;;;;;;;;;;
102;En el campo Digito da conta ingresa 0 y los demas datos validos, no te permite realizar la transferencia ya que no es una cuenta existente;APROBADO;;;Google chrome Versión 127.0.6533.100 (Build oficial) (64 bits);;;;;;;;;;;;;;;;;;;;;
103;En el campo Digito da conta ingresa ? y los demas datos validos, no te permite realizar la transferencia ya que no es una cuenta existente;APROBADO;;;Google chrome Versión 127.0.6533.100 (Build oficial) (64 bits);;;;;;;;;;;;;;;;;;;;;
104;En el campo Digito da conta ingresa 1 1 y los demas datos validos, no te permite realizar la transferencia ya que no es una cuenta existente;APROBADO;;;Google chrome Versión 127.0.6533.100 (Build oficial) (64 bits);;;;;;;;;;;;;;;;;;;;;
105;En el campo Digito da conta ingresa 1-1 y los demas datos validos, no te permite realizar la transferencia ya que no es una cuenta existente;APROBADO;;;Google chrome Versión 127.0.6533.100 (Build oficial) (64 bits);;;;;;;;;;;;;;;;;;;;;
106;En el campo Digito da conta ingresa 1% y los demas datos validos, no te permite realizar la transferencia ya que no es una cuenta existente;APROBADO;;;Google chrome Versión 127.0.6533.100 (Build oficial) (64 bits);;;;;;;;;;;;;;;;;;;;;
107;En el campo Digito da conta ingresa 1a y los demas datos validos, no te permite realizar la transferencia ya que no es una cuenta existente;APROBADO;;;Google chrome Versión 127.0.6533.100 (Build oficial) (64 bits);;;;;;;;;;;;;;;;;;;;;
108;En el campo Digito da conta ingresa +1 y los demas datos validos, no te permite realizar la transferencia ya que no es una cuenta existente;APROBADO;;;Google chrome Versión 127.0.6533.100 (Build oficial) (64 bits);;;;;;;;;;;;;;;;;;;;;
109;En el campo Digito da conta ingresa -1 y los demas datos validos, no te permite realizar la transferencia ya que no es una cuenta existente;APROBADO;;;Google chrome Versión 127.0.6533.100 (Build oficial) (64 bits);;;;;;;;;;;;;;;;;;;;;
110;En el campo Transferencia da conta ingresa 1 y los demas datos validos, te permite realizar la transferencia ;APROBADO;;;Google chrome Versión 127.0.6533.100 (Build oficial) (64 bits);;;;;;;;;;;;;;;;;;;;;
111;En el campo Transferencia da conta ingresa 500 y los demas datos validos, te permite realizar la transferencia ;APROBADO;;;Google chrome Versión 127.0.6533.100 (Build oficial) (64 bits);;;;;;;;;;;;;;;;;;;;;
112;En el campo Transferencia da conta ingresa 999 y los demas datos validos, te permite realizar la transferencia ;APROBADO;;;Google chrome Versión 127.0.6533.100 (Build oficial) (64 bits);;;;;;;;;;;;;;;;;;;;;
113;En el campo Transferencia da conta ingresa 0 y los demas datos validos, no te permite realizar la transferencia ;APROBADO;;;Google chrome Versión 127.0.6533.100 (Build oficial) (64 bits);;;;;;;;;;;;;;;;;;;;;
114;En el campo Transferencia da conta ingresa 1001 y los demas datos validos, no te permite realizar la transferencia ;APROBADO;;;Google chrome Versión 127.0.6533.100 (Build oficial) (64 bits);;;;;;;;;;;;;;;;;;;;;
115;En el campo Transferencia da conta ingresa ? y los demas datos validos, no te permite realizar la transferencia ;APROBADO;;;Google chrome Versión 127.0.6533.100 (Build oficial) (64 bits);;;;;;;;;;;;;;;;;;;;;
116;En el campo Transferencia da conta ingresa 1 00 y los demas datos validos, no te permite realizar la transferencia;APROBADO;;;Google chrome Versión 127.0.6533.100 (Build oficial) (64 bits);;;;;;;;;;;;;;;;;;;;;
117;En el campo Transferencia da conta ingresa 1_00 y los demas datos validos, no te permite realizar la transferencia;APROBADO;;;Google chrome Versión 127.0.6533.100 (Build oficial) (64 bits);;;;;;;;;;;;;;;;;;;;;
118;En el campo Transferencia da conta ingresa 1-00 y los demas datos validos, no te permite realizar la transferencia;APROBADO;;;Google chrome Versión 127.0.6533.100 (Build oficial) (64 bits);;;;;;;;;;;;;;;;;;;;;
119;En el campo Transferencia da conta ingresa 1%00 y los demas datos validos, no te permite realizar la transferencia;APROBADO;;;Google chrome Versión 127.0.6533.100 (Build oficial) (64 bits);;;;;;;;;;;;;;;;;;;;;
120;En el campo Transferencia da conta ingresa 100a y los demas datos validos, no te permite realizar la transferencia;APROBADO;;;Google chrome Versión 127.0.6533.100 (Build oficial) (64 bits);;;;;;;;;;;;;;;;;;;;;
121;En el campo Transferencia da conta ingresa +100 y los demas datos validos, no te permite realizar la transferencia;APROBADO;;;Google chrome Versión 127.0.6533.100 (Build oficial) (64 bits);;;;;;;;;;;;;;;;;;;;;
122;En el campo Transferencia da conta ingresa -100 y los demas datos validos, no te permite realizar la transferencia ;APROBADO;;;Google chrome Versión 127.0.6533.100 (Build oficial) (64 bits);;;;;;;;;;;;;;;;;;;;;
123;En el campo Descripción  ingresa pago y los demas datos validos, te permite realizar la transferencia;APROBADO;;;Google chrome Versión 127.0.6533.100 (Build oficial) (64 bits);;;;;;;;;;;;;;;;;;;;;
124;En el campo Descripción  ingresa p y los demas datos validos, te permite realizar la transferencia;APROBADO;;;Google chrome Versión 127.0.6533.100 (Build oficial) (64 bits);;;;;;;;;;;;;;;;;;;;;
125;En el campo Descripción  ingresa pago de mi amigo en Madrid y los demas datos validos, te permite realizar la transferencia;APROBADO;;;Google chrome Versión 127.0.6533.100 (Build oficial) (64 bits);;;;;;;;;;;;;;;;;;;;;
126;En el campo Descripción  ingresa 0 y los demas datos validos, te permite realizar la transferencia;APROBADO;;;Google chrome Versión 127.0.6533.100 (Build oficial) (64 bits);;;;;;;;;;;;;;;;;;;;;
127;En el campo Descripción  ingresa ? y los demas datos validos, no te permite realizar la transferencia;APROBADO;;;Google chrome Versión 127.0.6533.100 (Build oficial) (64 bits);;;;;;;;;;;;;;;;;;;;;
128;En el campo Descripción  ingresa pago_amigo y los demas datos validos, te permite realizar la Descripción;APROBADO;;;Google chrome Versión 127.0.6533.100 (Build oficial) (64 bits);;;;;;;;;;;;;;;;;;;;;
129;En el campo Descripción  ingresa pago-amigo y los demas datos validos, te permite realizar la Descripción;APROBADO;;;Google chrome Versión 127.0.6533.100 (Build oficial) (64 bits);;;;;;;;;;;;;;;;;;;;;
130;En el campo Descripción  ingresa pago$%&amigo y los demas datos validos, te permite realizar la Descripción;APROBADO;;;Google chrome Versión 127.0.6533.100 (Build oficial) (64 bits);;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
